id|Name|Sex|Age|Height|Weight|Team
14847|Ulrich Dimitri Robeiri|M|25|190|80|France
14848|Kalyna Roberge|F|23|160|49|Canada
14849|Irvin "Bo" Roberson|M|25|185|81|United States
14850|Julien Robert|M|31|186|78|France
14851|Max Robert|M|30|167|73|France
14852|Michel Henri Nol Robert|M|43|180|74|France
14853|Mlina Robert-Michon|F|37|180|85|France
14854|Roberto Carlos da Silva|M|23|168|67|Brazil
14855|William "Bill" Roberts|M|24|173|70|Great Britain
14856|David Luther "Dave" Roberts|M|24|188|81|United States
14857|Edwin Anthony Roberts|M|23|173|68|Trinidad and Tobago
14858|Gil Roberts|M|27|188|82|United States
14859|James Roberts|M|25|194|90|Australia
14860|Luke Justin Roberts|M|27|181|71|Australia
14861|Tiffany Marie Roberts (-Sahaydak)|F|19|163|51|United States
14862|Patricia Ann "Trish" Roberts|F|21|187|63|United States
14863|Alvin Cyrrale Robertson|M|22|193|88|United States
14864|Bruce D. Robertson|M|30|198|95|Canada
14865|Bruce Richard Robertson|M|23|178|70|Canada
14866|Conrad Christian Robertson|M|26|189|91|New Zealand
14867|Gary David Robertson|M|22|185|92|New Zealand
14868|Irvine Geale Robertson (-Perley-Robertson)|M|25|185|75|Toronto Argonauts
14869|Kevin George Robertson|M|29|175|75|United States
14870|Lawson Robertson|M|22|183|68|United States
14871|Leonard David "Lenny" Robertson|M|25|186|89|Great Britain
14872|Mark Robertson|M|31|189|96|Great Britain
14873|Michael "Mike" Robertson|M|24|185|83|Canada
14874|Nathan James Robertson|M|27|187|82|Great Britain-1
14875|Oscar Palmer Robertson|M|21|196|90|United States
14876|Shirley Ann Robertson (-Boag)|F|36|169|66|Great Britain
14877|Sonia Robertson (Chick-)|F|33|168|60|Zimbabwe
14878|Peter David Robeson|M|34|179|70|Great Britain
14879|Carl Joseph Robie, III|M|23|178|73|United States
14880|Daniel Santon Robin|M|25|178|74|France
14881|Albert "Al" Robinson|M|21|180|57|United States
14882|Clarence Earl "Arnie" Robinson, Jr.|M|28|188|74|United States
14883|Elizabeth M. "Betty" Robinson (-Schwartz)|F|24|167|57|United States
14884|Clint David Robinson|M|32|189|91|Australia
14885|David Maurice Robinson|M|30|216|107|United States
14886|Donald "Donny" Robinson|M|25|165|69|United States
14887|Emma Robinson|F|28|183|70|Canada
14888|Garth Barrington Robinson|M|25|175|75|Jamaica
14889|Robert Lloyd Jackson "Jack" Robinson|M|21|183|82|United States
14890|Kelsey Robinson|F|24|188|70|United States
14891|Matthew MacKenzie "Mack" Robinson|M|22|186|77|United States
14892|Moushaumi Robinson|F|23|170|59|United States
14893|William Walker Robinson|M|37|183|76|Great Britain
14894|Fiona Mary Robinson-Hannan|F|27|190|75|Australia
14895|Kevin Bernard Robinzine|M|22|178|64|United States
14896|Dayron Robles Planes|M|21|191|80|Cuba
14897|Sarah Elizabeth Robles|F|28|178|141|United States
14898|Laura Robson|F|18|180|62|Great Britain
14899|Valentin Robu|M|25|193|96|Romania
14900|Carlos Roca Portols|M|22|170|66|Spain
14901|Juan Roca Brunet|M|21|196|94|Cuba
14902|Albert Rocas Comas|M|26|188|84|Spain
14903|Peter Drake Rocca|M|18|191|80|United States
14904|Siegfried Roch|M|25|188|92|West Germany
14905|Vtor Hugo Simo do Vale Rocha|M|24|173|60|Portugal
14906|Joaqun Rocha Herrera|M|24|192|90|Mexico
14907|Laurence Rochat|F|22|176|61|Switzerland
14908|Danielle "Danni" Roche|F|26|160|50|Australia
14909|Melanie Jane Roche|F|37|165|63|Australia
14910|Michel Jacques Germain Pierre Roche|M|36|190|85|France
14911|Joannie Rochette|F|24|160|53|Canada
14912|Vasily Vasilyevich Rochev|M|25|184|76|Russia
14913|Vasily Pavlovich Rochev|M|28|178|66|Soviet Union
14914|Nina Petrovna Rocheva (Selyunina-)|F|31|170|61|Soviet Union
14915|Andrew Rock|M|22|185|79|United States
14916|Peter Rock|M|22|172|72|Germany
14917|Vebjrn Rodal|M|23|188|78|Norway
14918|Richard Peter "Dick" Rodenhiser|M|27|173|70|United States
14919|Marion Rodewald|F|27|164|54|Germany
14920|David Marsden "Dave" Rodger|M|21|192|92|New Zealand
14921|Kjell kerstrm Hansen Rodian|M|22|179|73|Denmark
14922|Nicola Rodigari|M|20|171|71|Italy
14923|Alexander Rdiger|M|24|183|95|Germany-1
14924|Brendon Rodney|M|24|195|80|Canada
14925|Irina Konstantinovna Rodnina (-Zaytseva, -Minkovskaya)|F|30|152|41|Soviet Union-1
14926|Pierre Andr Emmanuel Rodocanachi|M|26|170|70|France
14927|Rodrigo "Rodrigo" Santana|M|33|205|85|Brazil
14928|Rodrigo Caio Coquette Russo|M|22|182|70|Brazil
14929|Rodrigo Dourado Cunha|M|22|186|79|Brazil
14930|Alexis Rodrguez Valera|M|22|198|120|Cuba
14931|Amy Joy Rodriguez (-Shilling)|F|25|163|66|United States
14932|Antonio Rodrguez Aguirre|M|24|186|90|Cuba
14933|Bernardo "Berni" Rodrguez Arias|M|28|198|92|Spain
14934|Clemente Juan Rodrguez|M|23|166|66|Argentina
14935|Douglas Rodrguez Guardiola|M|22|160|51|Cuba
14936|Enrique Rodrguez Cal|M|20|154|48|Spain
14937|Estela Rodrguez Villanueva|F|28|186|135|Cuba
14938|Francisco Antonio Rodrguez Brito|M|23|174|60|Venezuela
14939|Hctor Rodrguez Torres|M|24|167|63|Cuba
14940|Irina Rodrguez lvarez|F|30|173|61|Spain
14941|Jennifer Jill Rodriguez|F|25|162|58|United States
14942|Jos Rafael Rodrguez Carbonell|M|21|161|60|Cuba
14943|Juan Miguel Rodrguez Martnez|M|37|183|86|Cuba
14944|Leonor Rodrguez Manso|F|24|180|72|Spain
14945|Luis Miguel Rodrguez Ricardo|M|35|181|74|Cuba
14946|Ana Macarena Rodrguez Prez|F|34|155|53|Argentina
14947|Maels Rodrguez Corrales|M|20|180|80|Cuba
14948|Misael Uziel Rodrguez Olivas|M|22|178|75|Mexico
14949|Sergio Rodrguez Gmez|M|30|191|80|Spain
14950|Washington Rodrguez Medina|M|20|159|54|Uruguay
14951|Raoul Pablo Rodriguez, Jr.|M|25|190|93|United States
14952|James Rodwell|M|31|195|105|Great Britain
14953|Jarosaw Andrzej Rodzewicz|M|23|190|89|Poland
14954|Gaston Roelants|M|27|174|67|Belgium
14955|Boudewijn Rell|M|27|195|100|Netherlands
14956|Jeremy Shaffer Roenick|M|32|183|93|United States
14957|Frank-Peter Roetsch|M|23|175|70|East Germany
14958|Diann Roffe-Steinrotter|F|26|162|60|United States
14959|Karla Roffeis (-Mgge)|F|22|180|75|East Germany
14960|Lyudmila Vasilyevna Rogachova|F|25|166|46|Unified Team
14961|Markus Antonius Rogan|M|22|195|93|Austria
14962|Novak Roganovi|M|28|171|69|Yugoslavia
14963|Annette Joan Rogers (-Kelly)|F|22|162|50|United States
14964|Charles Sinclair "Charlie" Rogers|M|27|183|82|Aphrodite
14965|Chloe Naomi Rogers|F|27|161|57|Great Britain
14966|Alfred Harold Douglas "Doug" Rogers|M|23|190|111|Canada
14967|Gregory Francis "Greg" Rogers|M|20|189|87|Australia
14968|Jason Nicholas Rogers|M|25|183|84|United States
14969|Michael Rogers|M|24|185|74|Australia
14970|Nicholas Robert "Nick" Rogers|M|31|173|60|Great Britain
14971|Philip John "Phil" Rogers|M|25|183|81|Australia
14972|Todd Jonathan Rogers|M|34|188|89|United States-1
14973|Mara Cecilia "Ceci" Rognoni Potocki|F|27|167|58|Argentina
14974|Aleksandr Nikolayevich Rogov|M|20|190|90|Soviet Union
14975|Anna Rogowska|F|23|171|55|Poland
14976|Sergey Nikolayevich Rogozhin|M|24|174|67|Soviet Union
14977|Lyudmila Nikolayevna Rogozhina (-Muravyova)|F|21|170|64|Soviet Union
14978|Marc Marie Andr Roguet|M|43|164|67|France
14979|Ji Rohan|M|31|178|75|Czech Republic-1
14980|Xavier Charles Ren Rohart|M|36|188|100|France
14981|Shauna L. Rohbock|F|28|173|75|United States-1
14982|Brigitte Rohde (-Khn)|F|21|171|65|East Germany
14983|Lisa Diane Rohde|F|28|175|67|United States
14984|Uta Rohlnder (-Fromm)|F|27|173|60|Germany
14985|Peter Rhle|M|27|193|90|West Germany
14986|Thomas Rhler|M|24|192|92|Germany
14987|Leif Johan Rohlin|M|25|186|91|Sweden
14988|Marcel Rohner|M|33|191|98|Switzerland-1
14989|Jean-Philippe Rohr|M|22|174|69|France
14990|Pedro Roig Junyent|M|21|169|74|Spain
14991|Clemente Rojas Prez|M|19|170|56|Colombia
14992|Ibrahim Rojas Blanco|M|28|168|72|Cuba
14993|Ricardo Rojas Farias|M|25|180|81|Cuba
14994|Yulimar del Valle Rojas Rodrguez|F|20|192|72|Venezuela
14995|Susan Marie "Sue" Rojcewicz|F|23|170|59|United States
14996|Zoran Roje|M|28|193|93|Yugoslavia
14997|Shawn Joseph Rojeski|M|34|183|79|United States
14998|Olavi Antero Rokka|M|26|172|70|Finland
14999|Marianne Rokne|F|22|178|73|Norway
15000|Antonio Roldn Reyna|M|22|170|57|Mexico
15001|Mara del Pilar Roldn Tapia (-de Gifennig)|F|28|176|72|Mexico
15002|Fridolina Rolf|F|22|178|74|Sweden
15003|Anne Marjut Astrid Rolig-Lukkarinen|F|26|162|52|Finland
15004|Jess Miguel Rolln Prada|M|28|187|87|Spain
15005|Jean-Christophe Andr Jrme Rolland|M|32|190|90|France
15006|Kevin Rolland|M|24|178|65|France
15007|Brianna Rollins|F|24|165|59|United States
15008|Kenneth Herman "Kenny" Rollins|M|24|183|79|United States
15009|Brian Lee Rolston|M|28|188|95|United States
15010|Gillian Rolton|F|40|170|60|Australia
15011|Diana Romagnoli (-Takouk)|F|23|187|68|Switzerland
15012|Ada Nabila Romn Arroyo|F|24|169|64|Mexico
15013|Euro Federico Roman|M|27|174|68|Italy
15014|Mauro Roman|M|26|178|69|Italy
15015|Aleksandr Anatolyevich Romankov|M|34|178|72|Soviet Union
15016|Marco Romano|M|27|182|70|Italy
15017|Leonid Mikhaylovich Romanov|M|25|175|78|Soviet Union
15018|Viktor Yegorovich Romanov|M|22|178|77|Soviet Union
15019|Yana Sergeyevna Romanova|F|30|166|61|Russia
15020|Yelena Nikolayevna Romanova (Malykina-)|F|29|163|51|Unified Team
15021|Vladimir Vatslavovich Romanovsky|M|19|170|75|Soviet Union
15022|Oleg Ivanovich Romantsev|M|26|178|75|Soviet Union
15023|Romrio de Souza Faria|M|22|169|65|Brazil
15024|Svetlana Alekseyevna Romashina|F|26|173|57|Russia
15025|Nina Apollonovna Romashkova-Ponomaryova|F|31|173|84|Soviet Union
15026|Olga Vladimirovna Romasko|F|29|168|60|Russia
15027|Fernando Romay Pereiro|M|24|212|110|Spain
15028|Fulgencia Romay Martnez|F|28|165|58|Cuba
15029|Rodolfo Rombaldoni|M|27|193|85|Italy
15030|Hinrich Peter Romeike|M|45|175|69|Germany
15031|Oksana Viktorovna Romenskaya|F|32|190|90|Russia
15032|Diego Emilio Romero Paschetta|M|33|170|70|Italy
15033|Iker Romero Fernndez|M|28|196|104|Spain
15034|Leticia Romero Gonzlez|F|21|177|62|Spain
15035|Maikro Eusebio Romero Esquivel|M|27|165|48|Cuba
15036|Ormari Romero Turcas|M|28|196|86|Cuba
15037|Rebecca Jayne Romero|F|28|182|73|Great Britain
15038|Sergio Germn Romero|M|21|191|86|Argentina
15039|Yoel Romero Palacios|M|23|175|84|Cuba
15040|Igor Anatolyevich Romishevsky|M|31|177|80|Soviet Union
15041|Gianni Petrus Cornelis Romme|M|28|190|85|Netherlands
15042|Berend "Bert" Romp|M|33|173|65|Netherlands
15043|Rmulo Borges Monteiro|M|21|184|80|Brazil
15044|Bjrn Einar Romren|M|24|183|64|Norway
15045|Ronaldo Luiz Nazrio "Ronaldinho" de Lima|M|19|183|81|Brazil
15046|Ronaldo "Ronaldinho" de Asss Moreira|M|28|180|76|Brazil
15047|Ildik Rnay-Matuscsk|F|26|162|55|Hungary
15048|Luigi Roncaglia|M|25|178|77|Italy
15049|Benjamin Rondeau|M|24|197|99|France
15050|Brett Nicholas Roneberg|M|25|185|93|Australia
15051|Mikko Tapani Ronkainen|M|27|166|64|Finland
15052|Bernt Assar Rnnlund|M|32|177|68|Sweden
15053|Peter Kipchumba Rono|M|21|162|54|Kenya
15054|Olena Ivanivna Ronzhyna-Morozova|F|25|184|76|Ukraine
15055|Giaan Leigh Rooney|F|21|175|63|Australia
15056|Martyn Joseph Rooney|M|21|198|81|Great Britain
15057|Natalie Rooney|F|28|181|95|New Zealand
15058|Sean Michael Rooney|M|25|206|100|United States
15059|Jonathan Edward "Jon" Root|M|24|195|93|United States
15060|Maria Elisabeth Rooth|F|26|176|72|Sweden
15061|Donald Stephen "Don" Rope|M|31|178|70|Canada
15062|Mauri Uolevi Rppnen|M|26|176|71|Finland
15063|Giuseppe Ros|M|22|180|81|Italy
15064|Andria Rosa de Andrade|F|24|172|63|Brazil
15065|Carmo "Rosa Branca" de Souza|M|24|190|89|Brazil
15066|Simone Rosalba|M|24|196|89|Italy
15067|Mauro Damin Rosales|M|23|171|68|Argentina
15068|Rosana dos Santos Augusto|F|26|173|64|Brazil
15069|Joan Ann Rosazza|F|19|170|59|United States
15070|Marcel Roca|M|24|181|78|Romania
15071|Petre Roca|M|57|170|67|Romania
15072|Valeria Roca-Rcil (-van Grningen)|F|27|176|74|Romania
15073|Michael Rsch|M|22|184|78|Germany
15074|Deanne Rose|F|17|160|62|Canada
15075|Iain Murray Rose|M|21|185|80|Australia
15076|Ralph Waldo Rose|M|28|195|115|United States
15077|Shane Rose|M|43|181|80|Australia
15078|Sylvia Rose (Mller-)|F|25|154|40|East Germany
15079|Roseli do Carmo Gustavo|F|24|180|69|Brazil
15080|Roseli de Belo|F|34|156|56|Brazil
15081|Heidemarie "Heide" Rosendahl (-Ecker)|F|25|174|69|West Germany
15082|Fanny "Bobby" Rosenfeld|F|23|169|61|Canada
15083|Edil Albert Rosenqvist|M|31|174|86|Finland
15084|Anneli Susanne Christina Rosenqvist (-Nilsson)|F|28|170|65|Sweden
15085|Virginio Rosetta|M|26|170|71|Italy
15086|Anatoly Aleksandrovich Roshchin|M|40|187|100|Soviet Union
15087|Nadezhda Nikolayevna Roshchina|F|22|184|89|Soviet Union
15088|Tatyana Aleksandrovna Roshchina (-Rodionova)|F|23|174|70|Soviet Union
15089|Vinko Rosi|M|23|185|92|Yugoslavia
15090|Jrg Rokopf|M|27|182|72|Germany
15091|Lennart Brje Roslund|M|26|187|85|Sweden
15092|Christina Roslyng (-Christiansen, -Kirke)|F|22|169|60|Denmark
15093|Petr Rosol|M|27|178|78|Czechoslovakia
15094|Massimiliano Edgar Rosolino|M|26|192|88|Italy
15095|April Elizabeth Ross|F|34|185|75|United States-1
15096|Kyla Briana Ross|F|15|157|45|United States
15097|Marc Rosset|M|21|200|88|Switzerland
15098|Bruno Mario Rossetti|M|31|179|80|Italy
15099|Gabriele Rossetti|M|21|176|65|Italy
15100|Antonio Rossi|M|35|186|84|Italy
15101|Dante Rossi|M|23|191|89|Italy
15102|Jessica Rossi|F|20|168|59|Italy
15103|Lucas Rafael Rossi|M|31|188|88|Argentina
15104|Mariana Rossi|F|29|169|64|Argentina
15105|Galliano Rossini|M|33|172|87|Italy
15106|Salvatore Rossini|M|30|185|82|Italy
15107|Petra Rossner|F|25|174|64|Germany
15108|Christina Rost (Mbert-)|F|27|171|62|East Germany
15109|Klaus-Jrgen Rost|M|24|168|70|Germany
15110|Peter Rost|M|29|183|84|East Germany
15111|Kianoush Rostami|M|25|177|85|Iran
15112|Hanna Mykolavna Rostova (-Mazur)|F|25|180|76|Soviet Union
15113|Pavel Aleksandrovich Rostovtsev|M|34|187|80|Russia
15114|Monica Rou|F|17|153|44|Romania
15115|Alfredo Rota|M|33|190|78|Italy
15116|Nicolae Rotaru|M|37|175|66|Romania
15117|Richard William "Dick" Roth|M|17|184|84|United States
15118|Hella Roth (-Gromann)|F|20|166|60|West Germany
15119|Michael Roth|M|22|194|88|West Germany
15120|Ulrich Roth|M|22|196|89|West Germany
15121|Snke Rothenberger|M|21|193|73|Germany
15122|Sven Gunther Rothenberger|M|30|190|88|Netherlands
15123|Christa Rothenburger-Luding|F|32|164|60|Germany
15124|Sabine Rther (-Kirschke)|F|23|187|80|East Germany
15125|dm Rothermel (Rothrmel)|M|24|190|82|Hungary
15126|Harlow Phelps Rothert|M|24|190|92|United States
15127|Keena Ruth Rothhammer (-Weisbly, -Zorovich)|F|15|175|66|United States
15128|Jrg Rthlisberger|M|25|183|88|Switzerland
15129|Nadia Rthlisberger (Raspe-)|F|29|179|82|Switzerland
15130|Michael Jon "Mike" Rothwell|M|23|175|80|United States
15131|Leon Rotman|M|26|171|72|Romania
15132|Oldich Rott|M|29|172|65|Czechoslovakia
15133|Wolfgang Rott|M|25|176|86|West Germany
15134|Silke Rottenberg|F|32|174|72|Germany
15135|Georgios Roubanis|M|27|192|85|Greece
15136|Kristine Roug|F|21|172|65|Denmark
15137|Lauriane Rougeau|F|23|173|75|Canada
15138|Hayden David Roulston|M|27|186|83|New Zealand
15139|Antigoni Roumbesi|F|21|177|80|Greece
15140|Jeffrey Norman "Jeff" Rouse|M|25|193|86|United States
15141|Jason Rouser|M|26|198|84|United States
15142|Ronda Jean Rousey (-Browne)|F|21|170|70|United States
15143|Joseph Jean-Paul Robert "Bobby" Rousseau|M|19|178|81|Canada
15144|Florian Georges Philippe Rousseau|M|26|182|84|France
15145|Herman Jan Rouw|M|21|179|80|Netherlands
15146|Ludovic Roux|M|18|181|63|France
15147|Stephen Christopher Rowbotham|M|26|193|96|Great Britain
15148|Mark Robert Rowland|M|25|183|68|Great Britain
15149|Ryan Benjamin Rowland Smith|M|21|190|108|Australia
15150|Stanley Rupert "Stan" Rowley|M|23|178|71|Amateur Athletic Association
15151|Ian Mark Rowling|M|25|183|83|Australia
15152|Joanna Katie Rowsell Shand|F|27|180|69|Great Britain
15153|Jean-Yves Roy|M|24|178|84|Canada
15154|James William George "Bill" Roycroft|M|61|188|72|Australia
15155|Wayne William Roycroft|M|30|182|73|Australia
15156|Nadiya Ivanivna Rozhon (-Siemisheva)|F|23|181|92|Soviet Union
15157|Jean-Marcel Rozier|M|40|172|62|France
15158|Philippe Rozier|M|53|173|63|France
15159|Dmitry Vasilyevich Rozinkevich|M|21|201|101|Russia
15160|Henryk Rozmiarek|M|27|180|77|Poland
15161|Norbert Rzsa|M|24|186|83|Hungary
15162|Istvn Rzsavlgyi (Reidl-)|M|31|177|58|Hungary
15163|Sndor Rozsnyi (Rosner-)|M|25|185|71|Hungary
15164|Janusz "Jan" Rycki|M|25|175|74|Poland
15165|Frode Rnning|M|20|185|88|Norway
15166|Jon Rnningen|M|29|157|59|Norway
15167|Virginia "Vivi" Ruano Pascual|F|34|164|60|Spain-1
15168|Viktor Hennadiyovych Ruban|M|27|178|70|Ukraine
15169|Vladimer Rubashvili|M|19|168|62|Soviet Union
15170|Mrti Rubenis|M|35|184|90|Latvia
15171|Elin Ingrid Johanna Rubensson|F|23|166|59|Sweden
15172|Israel Jos Rubio Rivero|M|23|165|68|Venezuela
15173|Ricard "Ricky" Rubio Vives|M|25|193|82|Spain
15174|Jeena Rubevska|F|28|173|60|Latvia
15175|Karine Martine Ruby|F|24|165|61|France
15176|Martin Ruinsk|M|34|186|93|Czech Republic
15177|Taylor Madison Ruck|F|16|180|60|Canada
15178|Anja Rcker|F|23|174|58|Germany
15179|Anette Rckes (-Vater-Hlsdnker)|F|20|177|64|West Germany
15180|Igor Aleksandrovich Rudakov|M|25|187|98|Soviet Union
15181|Yevhen Vasylovych Rudakov|M|30|190|75|Soviet Union
15182|Bevil Gordon d''Urban Rudd|M|24|180|77|South Africa
15183|Kimberly Grace "Kim" Ruddins|F|20|180|61|United States
15184|Vasily Vasilyevich Rudenkov|M|29|187|96|Soviet Union
15185|Ratko Rudi|M|32|188|87|Yugoslavia
15186|Daniel Matasi Rudisha|M|23|180|76|Kenya
15187|David Lekuta Rudisha|M|27|190|76|Kenya
15188|Wiesaw Ksawery Rudkowski|M|25|180|71|Poland
15189|Shelley-Marie Rudman|F|24|171|55|Great Britain
15190|Marco Rudolph|M|22|167|60|Germany
15191|Renate Rudolph|F|30|168|67|East Germany
15192|Thomas Rudolph|M|21|178|72|Germany-2
15193|Wilma Glodean Rudolph (-Ward, -Eldridge)|F|20|180|59|United States
15194|Yury Vasilyevich Rudov|M|29|171|67|Soviet Union
15195|Liubov Ivanivna Rudovska (-Tymofeieva)|F|25|174|73|Soviet Union
15196|Bodo Rudwaleit|M|22|197|95|East Germany
15197|Wojciech Wadysaw Rudy|M|23|175|73|Poland
15198|Ian Ruff|M|29|170|71|Australia
15199|Rolf P. Ruff|M|41|170|73|Switzerland
15200|Angela Marie Ruggiero|F|30|175|86|United States
15201|Frank Rhle|M|28|192|93|East Germany
15202|Melita (-Melitta) Ruhn (-Fleischer)|F|15|156|42|Romania
15203|Christopher Rhr|M|22|180|77|Germany
15204|Ute Rhrold (-Bhme, -Klawonn)|F|21|175|69|East Germany
15205|Rui Campos Nascimento|M|23|194|90|Brazil
15206|Ismael Ruiz Salmn|M|23|187|75|Spain
15207|Yumilka Ruz Luaces|F|26|180|63|Cuba
15208|Tracie Lehuanani Ruiz-Conforto|F|25|162|55|United States
15209|Enni Eriika  Rukajrvi|F|23|165|54|Finland
15210|Olga Aleksandrovna Rukavishnikova|F|25|175|68|Soviet Union
15211|Manfred Rulffs|M|25|179|80|Germany
15212|Kelly Kristen Rulon|F|27|178|61|United States
15213|Raema Lisa Rumbewas|F|23|149|53|Indonesia
15214|Courtney Orville Rumbolt|M|28|185|104|Great Britain
15215|Henrik Rummel|M|24|196|97|United States
15216|Davide Rummolo|M|22|180|75|Italy
15217|Cathleen Rund (-Gromann)|F|18|181|72|Germany
15218|Danijela Kristina Rundqvist|F|21|178|75|Sweden
15219|Thomas Per Rundqvist|M|27|192|87|Sweden
15220|Cierra Runge|F|20|193|85|United States
15221|Igor Vasilyevich Runov|M|25|205|98|Soviet Union
15222|Eeva Ruoppa (Saarainen-)|F|27|162|54|Finland
15223|Arto Sakari Ruotanen|M|26|181|84|Finland
15224|Reijo Juhani Ruotsalainen|M|27|173|79|Finland
15225|Galen Rupp|M|30|181|61|United States
15226|Thomas Rupprath|M|27|182|78|Germany
15227|Angel Rupien (Janknait-)|F|28|168|68|Soviet Union
15228|Roman Rurua|M|25|165|66|Soviet Union
15229|Lyubov Petrovna Rusanova|F|22|165|65|Soviet Union
15230|Ivo Rusev|M|18|189|84|Bulgaria
15231|Yanko Rusev Rusev|M|21|164|67|Bulgaria
15232|Ace Rusevski|M|19|173|60|Yugoslavia
15233|Lyndon Rush|M|29|183|102|Canada-1
15234|John Dunbar "Jack" Rusher, IV|M|21|190|91|United States
15235|Sergey Aleksandrovich Rusin|M|20|185|72|Soviet Union
15236|Svilen Alidov Rusinov|M|28|190|91|Bulgaria
15237|Drius Rusnk|M|24|184|87|Czechoslovakia
15238|Natalia Rusnatschenko|F|19|186|73|Soviet Union
15239|Pter Rusorn|M|24|170|69|Hungary
15240|Aaron Russell|M|23|206|93|United States
15241|Alonzo Russell|M|24|174|68|Bahamas
15242|Arthur Russell|M|22|170|60|Great Britain
15243|William Fenton "Bill" Russell|M|22|207|100|United States
15244|Douglas Albert "Doug" Russell|M|22|173|68|United States
15245|Gillian Claire Russell (-Love)|F|22|169|57|Jamaica
15246|Henry Argue "Hank" Russell|M|23|185|77|United States
15247|Hugh Russell|M|20|163|48|Ireland
15248|John Michael Russell|M|29|183|80|Great Britain
15249|Kelly Russell|F|29|178|83|Canada
15250|Bernhard Russi|M|27|182|71|Switzerland
15251|Clemente Russo|M|29|181|91|Italy
15252|Marin Russo|F|28|163|58|Argentina
15253|Albert Marcel Henri Rust|M|30|182|79|France
15254|Zebinisso Sanginovna Rustamova|F|21|156|52|Soviet Union
15255|tefan Rusu|M|28|178|74|Romania
15256|Tadeusz Rut|M|28|183|90|Poland
15257|Frank Garfield Rutherford|M|27|185|82|Bahamas
15258|Gregory James "Greg" Rutherford|M|29|188|92|Great Britain
15259|Jadwiga Maria Rutkowska (Abisiak-, -Dobrowolska)|F|30|172|69|Poland
15260|Tadeusz Rutkowski|M|29|185|117|Poland
15261|Benjamin Jon "Ben" Rutledge|M|27|194|95|Canada
15262|Katrin Rutschow-Stomporowski|F|29|180|79|Germany
15263|Sylvia Eliina Ruuska|F|18|173|63|United States
15264|Antti Hermanni Ruuskanen|M|28|189|86|Finland
15265|Jarkko Samuli Ruutu|M|34|188|93|Finland
15266|Tuomo Iisakki Ruutu|M|30|182|89|Finland
15267|Vladimr Rika|M|34|187|93|Czech Republic
15268|Hana Rikov (-Vorlkov)|F|23|162|58|Czechoslovakia
15269|Yelena Ivanovna Ruzina (Rykunova-)|F|28|173|58|Unified Team
15270|Sabirzhan Sabitovich Ruziyev|M|27|183|74|Soviet Union
15271|Leo Rwabwogo|M|23|162|51|Uganda
15272|Robert Shane "Bobby" Ryan (Stevenson-)|M|22|188|95|United States
15273|Christian Ryan|M|23|188|84|Australia
15274|Marc James Ryan|M|29|186|79|New Zealand
15275|Matthew "Matt" Ryan|M|24|194|90|Australia
15276|Matthew Morgan "Matt" Ryan|M|36|182|70|Australia
15277|Michael "Mike" Ryan|M|26|176|70|New Zealand
15278|Patrick James "Paddy" Ryan|M|39|188|113|United States
15279|Sarah Michelle Ryan|F|27|173|65|Australia
15280|William "Will" Ryan|M|27|193|75|Australia
15281|Ryang Chun-Hwa|F|21|147|48|North Korea
15282|Mirosaw Rybaczewski|M|24|191|82|Poland
15283|Andrey Anatolyevich Rybakov|M|26|172|85|Belarus
15284|Viktor Grigoryevich Rybakov|M|24|167|54|Soviet Union
15285|Yaroslav Vladimirovich Rybakov|M|27|198|83|Russia
15286|Anna Maria Rybicka|F|23|170|61|Poland
15287|Jerzy Rybicki|M|27|179|70|Poland
15288|Reinhard Rychly|M|20|166|62|East Germany
15289|Carter Rycroft|M|24|180|68|Canada
15290|Kjell Daniel Rydmark|M|23|179|82|Sweden
15291|Richard Anthony "Dick" Rydze|M|22|170|63|United States
15292|Johannes Rydzek|M|22|178|60|Germany
15293|Markus Ryffel|M|29|167|55|Switzerland
15294|Zdenk Rygel|M|29|175|70|Czechoslovakia
15295|Yevgeny Mikhaylovich Rylov|M|19|184|69|Russia
15296|Tamara Nikolayevna Rylova|F|28|163|66|Soviet Union
15297|Yakov Anufriyevich Rylsky|M|35|173|75|Soviet Union
15298|Aleksandr Anatolyevich Rymanov|M|29|197|103|Soviet Union
15299|Ryom Chun-Ja|F|29|164|68|North Korea
15300|Luann Marie Ryon|F|23|175|72|United States
15301|Olga Sergeyevna Rypakova (Alekseyeva-)|F|31|183|62|Kazakhstan
15302|Inna Valeryevna Ryskal|F|32|172|74|Soviet Union
15303|Sauli Rytky|M|29|172|68|Finland
15304|Galina Mikhaylovna Rytova|F|25|175|71|Russia
15305|Ryu Hyeon-Jin|M|21|187|98|South Korea
15306|James Ronald "Jim" Ryun|M|21|188|76|United States
15307|Antonina Alekseyevna Ryzhova (Moiseyeva-)|F|30|164|64|Soviet Union
15308|Mirosaw Rzepkowski|M|37|176|65|Poland
15309|Semyon Ivanovich Rzhishchin|M|27|173|64|Soviet Union
15310|Sa Jae-Hyeok|M|23|168|77|South Korea
15311|Elvira Fuadovna Saadi|F|24|166|53|Soviet Union
15312|Romy Saalfeld (-Topf)|F|19|176|63|East Germany
15313|Yrj Erik Mikael Saarela|M|29|180|84|Finland
15314|Roy Allen Saari|M|19|188|86|United States
15315|Aino-Kaisa Saarinen|F|35|166|58|Finland
15316|Mari Susanna Saarinen|F|28|172|66|Finland
15317|Simo Olavi Saarinen|M|24|179|77|Finland
